Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa
Bleach;Bleach;Jikan (MyAnimeList);Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.  However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1541/147774l.jpg;Action, Adventure, Supernatural;7.99;366;https://myanimelist.net/anime/269/Bleach
Bleach - Sennen Kessen-hen;Bleach: Sennen Kessen-hen;Jikan (MyAnimeList);"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.  Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.  Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1908/135431l.jpg;Action, Adventure, Supernatural;8.98;13;https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen
Bleach - Sennen Kessen-hen - Ketsubetsu-tan;Bleach: Sennen Kessen-hen - Ketsubetsu-tan;Jikan (MyAnimeList);After a brutal surprise attack by the forces of Quincy King Yhwach, the resident Reapers of the Soul Society lick their wounds and mourn their losses. Many of the surviving Soul Reaper captains train to battle without their Bankai, the ultimate technique wielded by the fiercest warriors.  In the previous assault, Ichigo Kurosaki narrowly managed to help fend off Yhwach's fearsome wrath. However, to ultimately defeat his godly adversary and save his allies, Ichigo must now undergo severe training that will push him beyond his physical, emotional, and mental limits.  Though Yhwach already holds the upper hand in this ongoing blood feud, he also successfully recruits Uryuu Ishida, Ichigo's close friend and rival, to be his successor. Yhwach strikes out once again at the weakened Soul Society, intent on finally obliterating his long-standing enemies. As Ichigo struggles to attain new power, the Soul Reaper captains fight for survival and borrowed time.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1164/138058l.jpg;Action, Adventure, Supernatural;8.7;13;https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan
Blue Lock;Blue Lock;Jikan (MyAnimeList);Yoichi Isagi was mere moments away from scoring a goal that would have sent his high school soccer team to the nationals, but a split-second decision to pass the ball to his teammate cost him that reality. Bitter, confused, and disappointed, Isagi wonders if the outcome would have been different had he not made the pass. When the young striker returns home, an invitation from the Japan Football Union awaits him. Through an arbitrary and biased decision-making process, Isagi is one of three hundred U-18 strikers selected for a controversial project named Blue Lock.   The project's ultimate goal is to turn one of the selected players into the star striker for the Japanese national team. To find the best participant, each diamond in the rough must compete against others through a series of solo and team competitions to rise to the top. Putting aside his ethical objections to the project, Isagi feels compelled to fight his way to the top, even if it means ruthlessly crushing the dreams of 299 aspiring young strikers.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1258/126929l.jpg;Sports;8.11;24;https://myanimelist.net/anime/49596/Blue_Lock
Bocchi the Rock;BOCCHI THE ROCK!;TMDB;Hitori es una chica muy introvertida e incapaz de relacionarse socialmente. Sin embargo, ama la música y su sueño es formar una banda y ser famosa. Un día, mientras iba con su guitarra, se encuentra con una chica que necesita una guitarrista para tocar urgentemente en una banda. A partir de aquí, Hitori tendrá que superar sus miedos para poder alcanzar su sueño.;https://image.tmdb.org/t/p/original/se9xLGHlSqQwVgEzLw326CJjaRm.jpg;Animación, Comedia;8.363;12;https://www.themoviedb.org/tv/119100
Boku no Hero Academia the Movie - Futari no Hero [2018][1080p][2.2 Gb];Boku no Hero Academia the Movie 1: Futari no Hero;Jikan (MyAnimeList);U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island, an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa, two talented hero equipment engineers. He also encounters his classmates, most of whom have been given the opportunity to spend part of their summer break at the festival.  However, a mysterious squad of villains infiltrates I-Island, and it is up to Midoriya and his friends to confront them, using their developing Quirks to fight off the new enemy and uncover a treacherous plot.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1736/93138l.jpg;Action;7.52;1;https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero
Boku no Hero Academia the Movie - World Heroes Mission [2021][1080p][2.7 Gb];Boku no Hero Academia the Movie 3: World Heroes' Mission;Jikan (MyAnimeList);"Under the doctrines of Quirk Doomsday Theory, the ideological group Humarise is convinced that all humans with quirks are diseased and must be eradicated. In order to rebuild the world, the group's extremists have constructed a lethal device known as a ""Trigger Bomb"" that causes people with quirks to lose control and die. Their leader, Flect Turn, evades capture from the Pro Heroes deployed around the world.  During his work study in the country of Otheon with Japan's number one Pro Hero, Izuku ""Deku"" Midoriya is accused of a crime he did not commit. Unintentionally involving Roddy Soul, a local, Deku soon finds himself on the run with the boy. It is now up to Rody, Deku, and Deku's classmates to stop the Trigger Bomb plot set in motion by Flect, all while eluding the other persistent members of Humarise.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1049/115605l.jpg;Action;7.59;1;https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission
Boku no Hero Academia the Movie - You’re Next [2024][1080p][2.6 Gb];Boku no Hero Academia the Movie 1: Futari no Hero;Jikan (MyAnimeList);U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island, an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa, two talented hero equipment engineers. He also encounters his classmates, most of whom have been given the opportunity to spend part of their summer break at the festival.  However, a mysterious squad of villains infiltrates I-Island, and it is up to Midoriya and his friends to confront them, using their developing Quirks to fight off the new enemy and uncover a treacherous plot.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1736/93138l.jpg;Action;7.52;1;https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero
Boku no Hero Academia the Movie -Heroes - Rising [2019][1080p][1.16 Gb];Boku no Hero Academia the Movie 2: Heroes:Rising;Jikan (MyAnimeList);"Izuku ""Deku'' Midoriya and his fellow students in Class 1-A of UA High's hero course have been chosen to participate in a safety program on Nabu Island. To further improve their skills and gain experience in more ordinary heroics, the students aid the kind citizens with small services and everyday chores. With the low crime rate in the quiet community, all seems well and good, but the rise of a new villain threatens to put the students' courage to the test and challenge their capabilities as heroes.  A merciless villain by the name of Nine is in search of a certain ""quirk"" needed to fulfill his diabolical plan—creating a society where only those with the strongest quirks reign supreme. As his attack on Nabu Island endangers the lives of the residents, securing the citizens becomes the first priority for Class 1-A; defeating Nine along with his wicked accomplices is also imperative. A straightforward strategy is formulated until a young boy named Katsuma Shimano, whom Deku had befriended, suddenly requires particular protection. Concerned for the boy's wellbeing, Deku and his classmates must now devise a plan to ensure Katsuma's safety at all costs.  With Nine wreaking havoc to find the catalyst for his ill-intended schemes and the heroes desperate to defend Katsuma from harm, will Deku and his friends be able to come out victorious, or will they find themselves unable to escape a hopeless situation?  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1019/103292l.jpg;Action;7.93;1;https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising
Boruto Naruto Next Generations;Boruto: Naruto Next Generations;TMDB;"En Konoha han entrado en una era de paz y modernidad. Los altos edificios despuntan en las calles, las pantallas gigantes muestran imágenes de todo tipo y los medios de transporte conectan los vairos distritos. Pese a que sigue siendo una aldea ninja, el número de civiles ha aumentado y la vida de los ninja ha cambiado. Boruto Uzumaki es hijo del Séptimo Hokage, Naruto Uzumaki, y se ha unido a la Academia Ninja para aprender. Otros estudiantes lo menosprecian de inmediato y consideran que solo está ahí por ser ""hijo del Hokage"", pero pronto Boruto disipará todas esas dudas sobre él.";https://image.tmdb.org/t/p/original/qlJS7iG25kzrlX8Bn13kfn1Qay4.jpg;Animación, Action & Adventure, Comedia;7.834;293;https://www.themoviedb.org/tv/70881
Buddy Daddies;Buddy Daddies;Jikan (MyAnimeList);"On Christmas Eve, four-year-old Miri Unasaka arrives in Tokyo completely alone, in search of her father. The bright lights and merry atmosphere guide Miri to a big hotel and a man with a delicious-looking cake. However, the child has just unknowingly walked into the center of an elaborate, foolproof plan for assassinating a dangerous mafia boss.  Professional assassins Kazuki Kurusu and Rei Suwa live together, fleeing memories of their grim childhoods and avoiding emotional connections. When their mission goes awry and they end up bringing Miri home, there is only one reasonable thing to do: return Miri to her mother. But the girl's innocent laugh and pure worldview quickly enamor her to Kazuki, who secretly enjoys playing a parent, and it is not long before Rei's impenetrable heart makes room for Miri.  Miri's every move is unpredictable, and Kazuki and Rei find raising an energetic child harder than any of their missions. Although it presents a great risk to their careers, Kazuki and Rei—both assuming the affectionate nickname ""papa""—decide to provide Miri with a normal childhood despite all the odds stacked against them.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1553/133767l.jpg;Action, Comedy;8.1;12;https://myanimelist.net/anime/53411/Buddy_Daddies
Bungou Stray Dogs;Bungou Stray Dogs;Jikan (MyAnimeList);For weeks, Atsushi Nakajima's orphanage has been plagued by a mystical tiger that only he seems to be unaware of. Suspected to be behind the strange incidents, the 18-year-old is abruptly kicked out of the orphanage and left hungry, homeless, and wandering through the city.  While starving on a riverbank, Atsushi saves a rather eccentric man named Osamu Dazai from drowning. Whimsical suicide enthusiast and supernatural detective, Dazai has been investigating the same tiger that has been terrorizing the boy. Together with Dazai's partner Doppo Kunikida, they solve the mystery, but its resolution leaves Atsushi in a tight spot. As various odd events take place, Atsushi is coerced into joining their firm of supernatural investigators, taking on unusual cases the police cannot handle, alongside his numerous enigmatic co-workers.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/3/79409l.jpg;Action, Mystery;7.8;12;https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
