Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
Caballero Luna;2022 - 2022;Steven Grant, un amable empleado de una tienda de regalos, sufre pérdidas de memoria y experimenta recuerdos de otra vida. Steven descubre que tiene un trastorno de identidad disociativo y que comparte cuerpo con el mercenario Marc Spector. A medida que los enemigos de Steven/Marc van convergiendo, debe lidiar con la complejidad de sus identidades mientras se sumerge en un misterio letal que habita entre los poderosos dioses de Egipto.;https://image.tmdb.org/t/p/original/5AHnvXfW0mtsm047OP54n4pnV0R.jpg;Sci-Fi & Fantasy, Misterio, Action & Adventure;7.648;1;6
Mr. Bean;1990 - 1995;Serie que a través de numerosos sketches narra las desventuras de un peculiar y humorístico personaje, Mr. Bean, un adulto de mente profundamente simple al que cualquier tarea, por sencilla que sea, le supone una extraordinaria labor que siempre se le complica hasta extremos insospechadamente divertidos.;https://image.tmdb.org/t/p/original/pUNQV35kDaKuejnXGNiUeEBurNE.jpg;Comedia;7.986;1;14
Mr. Mayor;2021 - 2022;"Un hombre de negocios retirado se postula para alcalde de Los Ángeles para demostrar que ""todavía lo tiene"". Una vez que gana, tiene que descubrir qué es lo que representa, ganarse el respeto de su mayor crítico y conectarse con su hija adolescente, todo mientras trata de hacer algo bien para la segunda ciudad más extraña de Estados Unidos.";https://image.tmdb.org/t/p/original/1ZqkA5D7mkGV0nLfrsEy3QZmftM.jpg;Comedia;6.5;2;19
Ms. Marvel;2022 - 2022;Una gran estudiante, ávida jugadora y voraz escritora de fan-fic, Kamala Khan tiene una afinidad especial por los superhéroes, en particular por la Capitana Marvel. Sin embargo, lucha por encajar en casa y en la escuela, es decir, hasta que obtiene superpoderes como los héroes que siempre ha admirado. La vida es más fácil con superpoderes, ¿verdad?;https://image.tmdb.org/t/p/original/3KzoEdclGwXQH2t2oYZZlw46TvW.jpg;Sci-Fi & Fantasy, Action & Adventure, Comedia;6.292;1;6
Muertos S.L.;2024 - 2025;Comedia de situación que transcurre en el día a día de la funeraria Torregrosa: un negocio familiar al borde del desastre que siempre consigue mantenerse a flote.;https://image.tmdb.org/t/p/original/g6vptk7afH3OHOKSjdjJJtEoOMh.jpg;Comedia;7.2;4;20
Los Muppets: Los Mayhem dan la nota;2023 - 2023;Después de 45 años tocando rocanrol sin parar, los Electric Mayhem se embarcan en una épica aventura musical para grabar por fin su primer álbum de estudio. Con la ayuda de una joven y motivada representante de artistas de una discográfica, el icónico grupo de muppets roqueros y pasotas —integrado por el Doctor Teeth, el Sargento Floyd Pepper, Janice, Lips, Zoot, y Animal—, deberá ponerse las pilas para lidiar con la locura de la industria musical contemporánea y alcanzar el disco de platino.;https://image.tmdb.org/t/p/original/86VL44aTbrqCW5Hwcf36foKiOPZ.jpg;Comedia, Familia;6.2;1;10
Matabot;2025 - 2025;En un futuro tecnológico, un robot de seguridad rebelde consigue en secreto voluntad propia. Para no llamar la atención, se une a regañadientes a una nueva misión. Debe proteger a unos científicos en un planeta peligroso... aunque solo quiere ver culebrones.;https://image.tmdb.org/t/p/original/ntZB7o2CONuXtjPctRVRsiIZvxj.jpg;Comedia, Drama, Sci-Fi & Fantasy;7.3;1;10
Los misterios de Murdoch;2008 - 2026;En la década de 1890, el inspector de policía William Murdoch utiliza técnicas forenses radicales para la época, incluidas las pruebas de huellas dactilares y de detección, y con este enfoque más científico puede resolver los casos de homicidio más resonantes de la ciudad.;https://image.tmdb.org/t/p/original/1mAo1Mt2c7p3AJ4U0MyKhks62KO.jpg;Misterio, Drama;7.676;19;330
Mi lady Jane;2024 - 2024;Una reinterpretación histórica donde Eduardo VI no muere de tuberculosis, Jane Grey no es decapitada, y su esposo Gildford tampoco sufre ese destino. En esta nueva versión, Jane, una mujer brillante y decidida, se convierte en reina de la noche a la mañana y se ve acechada por infames villanos que ansían su corona y su vida. Esta epopeya de amor y aventuras narra cómo una damisela en apuros lucha por salvarse a sí misma, su amor y, en última instancia, su reino.;https://image.tmdb.org/t/p/original/38GJwxPbhtJQ71FPJBZUkfBnmpd.jpg;Drama, Comedia, Sci-Fi & Fantasy;7.47;1;8
Mi vida con los chicos Walter;2023 - 2025;Después de una tragedia, la adolescente Jackie Howard se muda a un pueblo con la familia de su tutora. Allí aprende lecciones importantes sobre el amor, la esperanza y la amistad.;https://image.tmdb.org/t/p/original/7KIqZD15GO6T2vxUigDI8BMoo4s.jpg;Drama;7.8;2;20
Nacho;2023 - 2023;1993. Ignacio Jordá, Nacho para todo el que le conoce, es un chaval alocado, magnético y con una energía desbordante, que ha decidido vivir su vida al límite. Nacido en una familia convencional y católica, a ojos de su padre, no es más que un joven sin futuro, carente de talento. Pero nada más lejos de la realidad. Nacho ha nacido con un “don”. Un “don” peculiar y gracias a Sara Bernat, el primer gran amor de su vida, Nacho apuesta por hacer carrera en el cine para adultos y convertirse en una estrella internacional. Por fin, ha llegado la hora de demostrar al mundo que puede ser alguien. Su viaje hacia el éxito y la fama no han hecho nada más que comenzar...;https://image.tmdb.org/t/p/original/bcfpovydjIs6PnIPrc04A1SVCcx.jpg;Drama;6.338;1;8
Nada;2023 - 2023;Un emblemático dandi de Buenos Aires, crítico gastronómico sofisticado y provocador, vive desde hace décadas con una ama de llaves que se ocupa de todo por él, desde la limpieza de la casa hasta sus asuntos más privados. Pero un giro inesperado del destino lo deja solo y lo lleva a darse cuenta de que realmente no puede hacer nada sin ayuda. Cuando una inexperta e ingenua chica del campo paraguayo aparece buscando trabajo, él debe decidir entre contratarla, y enseñarle todas sus manías, o intentar vivir solo.;https://image.tmdb.org/t/p/original/5NBVnp1Alm8xf6vfM9X6gpIZUNd.jpg;Comedia, Drama;7.581;1;5
Nancy Drew;2019 - 2023;Devastada por la muerte de su madre, Nancy decide abandonar su labor como detective y empieza a borrar del calendario los días que restan para volver a solicitar que la acepten en una universidad. Todo cambia cuando una persona es asesinada en su presencia, lo que la convierte a ella y al resto de testigos que estaban a su alrededor en sospechosos del crimen. La aventura de Nancy para probar su inocencia la lleva a descubrir que el misterioso asesinato está relacionado con la desaparición de una joven de su pueblo, un caso que nunca llegó a resolverse.;https://image.tmdb.org/t/p/original/cBXeSqUE4reXkGvs3lUls8M9J72.jpg;Misterio, Drama, Sci-Fi & Fantasy;7.722;4;62
Narcos;2015 - 2017;La verdadera historia de los poderosos y violentos cárteles colombianos sirve de hilo conductor en esta serie dramática de mafiosos de gran realismo.;https://image.tmdb.org/t/p/original/hbe0lyWfTu7Rm9bC9HsjTNVKOBU.jpg;Crimen, Drama;8.072;3;30
Narcos: México;2018 - 2021;"La nueva saga de ""Narcos"" cuenta la historia real del ascenso al poder del cártel de Guadalajara y el inicio de las guerras de la droga en el México de los años 80.";https://image.tmdb.org/t/p/original/yCid4sQkaVzfa2y4yQWs5E0TES9.jpg;Drama, Crimen;7.926;3;30
Navidad en casa;2019 - 2025;La treintañera Johanne lidia con el amor y los dramas familiares en plenas fiestas, entre exparejas y nuevas relaciones en su búsqueda por encontrar una conexión verdadera.;https://image.tmdb.org/t/p/original/tiYKXKwgv1alJwpHmvcMrTi7sUh.jpg;Drama, Comedia;7.401;3;20
Neon Genesis Evangelion;1995 - 1996;"En 2015, tras el catastrófico ""Segundo Impacto"" que devastó la Tierra, los ""Ángeles"" regresan para atacar. La organización NERV crea los Evas, robots bio-mecánicos pilotados por jóvenes como Shinji, Rei y Asuka, los únicos capaces de enfrentarlos. Mientras luchan, descubren oscuros secretos sobre la humanidad y su destino.";https://image.tmdb.org/t/p/original/8t5BmqgaYQQckYXF4Q9M1cVnqXt.jpg;Sci-Fi & Fantasy, Animación, Drama;8.6;1;26
Yo nunca;2020 - 2023;Tras un año difícil, una adolescente estadounidense de origen indio solo desea mejorar su estatus social. Pero los amigos, la familia y el corazón no se lo pondrán fácil.;https://image.tmdb.org/t/p/original/4qc9dA6ZeTFVxKfYQrv5EvzVwqo.jpg;Comedia, Drama;8.052;4;40
New Amsterdam;2018 - 2023;Inspirado por Bellevue, el hospital público más antiguo de Estados Unidos, este drama médico único sigue al brillante y encantador Dr. Max Goodwin, el director médico más nuevo de la institución, que se propone romper la burocracia y brindar una atención excepcional.;https://image.tmdb.org/t/p/original/jsH4AeGZn5Q6h314A3OTUHKxHhR.jpg;Drama;8.313;5;89
Neymar: El caos perfecto;2022 - 2022;Amado en todo el mundo, pero también vilipendiado por sus críticos, Neymar comparte los altibajos de su vida personal y su brillante carrera como futbolista.;https://image.tmdb.org/t/p/original/uoBtuQH6YjKeSrnzBO6TSh9LjmB.jpg;Documental;7.335;1;3
Ni una más;2024 - 2024;Cuando una joven de 17 años denuncia una agresión sexual en su instituto, una investigación trastoca su vida y pone a prueba sus relaciones.;https://image.tmdb.org/t/p/original/poeF8MRkSJQSoJ5uMVBkKEXADxF.jpg;Drama;7.745;1;8
Ni una palabra;2022 - 2022;Cuando un joven desaparece poco después de la muerte de su amigo, la vida en un barrio acomodado de Varsovia empieza a mostrar sus grietas, revelando secretos y mentiras.;https://image.tmdb.org/t/p/original/5Oq6AdixgdcMEXqG8FZCOYJBqas.jpg;Misterio, Crimen, Drama;6.552;1;6
Nicky Jam: El Ganador;2018 - 2018;Nicky Jam, estrella del reggaeton, comparte su lucha para salir de las drogas y su camino al éxito internacional en esta serie basada en su historia.;https://image.tmdb.org/t/p/original/r0SIujs19jJcWTq5IQO1oyB25XX.jpg;Drama;7.304;1;13
Juzgado de guardia;1984 - 1992;Juzgado de guardia (Night Court en el original) era una serie de televisión estadounidense, perteneciente al género sitcom, emitida por la NBC. Su estreno se produjo el 4 de enero de 1984 y finalizó el 31 de mayo de 1992. La serie tenía lugar en el turno de noche de un juzgado de Manhattan, presidido por el joven y poco ortodoxo juez Harold T. Stone (Harry Anderson). Fue creada por Reinhold Weege, conocido por haber trabajado en la premiada sitcom Barney Miller a finales de los 70 y principio de los 80. La serie constó de nueve temporadas de 22 capítulos cada una, excepto la primera que solo tuvo 13. En España fue emitida originalmente por Televisión Española (TVE) y posteriormente se emitió las madrugadas de los sábados en el canal Cuatro. En Puerto Rico emitida por Telemundo, En Colombia por Canal Uno, En Venezuela por Venevisión, y en Brasil por Rede Record.;https://image.tmdb.org/t/p/original/2q6mXZMsWbATEK4YIF9Q0pFRb3Z.jpg;Comedia;7.3;9;193
Nine Perfect Strangers;2021 - 2025;"Nueve australianos, en diferentes momentos de su vida, asisten a un costoso ""retiro de transformación total de mente y cuerpo"" de 10 días en un lugar llamado Tranquillum House, dirigido por una misteriosa mujer rusa llamada Masha.";https://image.tmdb.org/t/p/original/bhhgIbTz1pv91dslCMyE4B86Xuj.jpg;Drama, Misterio;6.928;2;16
Fachadas;2024 - 2024;La venta de la casa de Paul y Lydia en Los Ángeles los obliga a afrontar dolorosos secretos familiares... y a mantenerlos ocultos de miradas indiscretas y compradores desatados.;https://image.tmdb.org/t/p/original/pwTD2kin4MWFtroRf7zg2hpmhn6.jpg;Drama, Comedia;6.3;1;8
Nadie quiere esto;2024 - 2025;Una agnóstica podcastera sobre sexo y un rabino recién separado se enamoran, pero ¿sobrevivirá su relación a unas vidas tan radicalmente opuestas y a sus entrometidas familias?;https://image.tmdb.org/t/p/original/kiMhxXmkmqtpeY9jB8il3KajrDu.jpg;Comedia, Drama;7.331;2;20
Normal People;2020 - 2020;Marianne y Connell tejen dentro y fuera de la vida del otro en esta exploración del sexo, el poder y el deseo de amar y ser amado. Adaptación de la novela más vendida de Sally Rooney.;https://image.tmdb.org/t/p/original/c4mk4EQVIM11yd3W43DDdqDazDU.jpg;Drama;8.133;1;12
Nos conocimos en Estambul;2020 - 2020;Bir Başkadır, Nos conocimos en Estambul en España, es una serie drama turca que gira en torno a un grupo de personas de Estambul intentan derribar las barreras socioculturales mientras encuentran un terreno de comprensión entre ellos mientras se enfrentan a sus deseos y temores que se entrecruzan. Teniendo que tomar así un nuevo camino o lidiar con un pasado bastante complejo.;https://image.tmdb.org/t/p/original/cFo6613vyG67H4025hZMNSra8Es.jpg;Drama, Misterio;7.744;1;8
Obi-Wan Kenobi;2022 - 2022;Tras la destrucción de la República y el ascenso del Imperio, el maestro Jedi Obi-Wan Kenobi debe lidiar con las consecuencias de su mayor derrota: la pérdida de su amigo y aprendiz, Anakin Skywalker, a manos del lado oscuro.;https://image.tmdb.org/t/p/original/mVHpVzGwhB9NBpyS5j6qJsME7lo.jpg;Sci-Fi & Fantasy, Action & Adventure;7.015;1;6
Hechos polvo;2023 - 2023;Una unidad de fuerzas especiales frustra un supuesto atentado en Las Vegas. En plena celebración, el peligro real sale a la luz. ¿Estarán en condiciones de reaccionar?;https://image.tmdb.org/t/p/original/yV5FZepfXIGWUitiH8qFkaC6YLn.jpg;Comedia, Action & Adventure, Drama;6.988;1;8
Òlòtūré: El viaje;2024 - 2024;Una joven periodista que se hace pasar por una trabajadora sexual en Nigeria para denunciar la corrupción acaba luchando por su vida mientras se abre camino hacia Europa.;https://image.tmdb.org/t/p/original/aHcJuzyGiHCRqtxjOxvDMJ2Kn5e.jpg;Drama, Crimen;6.2;1;3
Olympo;2025 - 2025;Cuando una nadadora sufre un colapso en un centro deportivo de alto rendimiento, Amaia descubre que la ambición de sus compañeros les está llevando a tomar riesgos extremos.;https://image.tmdb.org/t/p/original/6BgcsLnjFiizUFSZchctgeZJRzY.jpg;Drama, Misterio;7.734;1;8
Érase una vez;2011 - 2018;Mezclando el mundo real y los cuentos de hadas, se cuenta la historia de Emma Swan, una mujer cuya vida cambia cuando su hijo, al que había dado en adopción diez años antes, la encuentra. Él cree que su madre pertenece a un mundo irreal y que es la hija de Blancanieves.;https://image.tmdb.org/t/p/original/oE6VlG1ntyCaMdlPVRtsPQja3hf.jpg;Drama, Sci-Fi & Fantasy;7.394;7;156
Siempre el mismo día;2024 - 2024;Emma y Dexter pasan juntos la noche de graduación y toman caminos distintos al día siguiente... pero sus vidas seguirán entrelazadas.;https://image.tmdb.org/t/p/original/6lueWyOqpw59hSTuQnzteGdRB7x.jpg;Drama;7.678;1;14
Alguien está mintiendo;2021 - 2022;Un castigo reúne a cinco alumnos de instituto muy diferentes. Pero un asesinato (y varios secretos) los mantendrán unidos durante un misterioso juego del gato y el ratón.;https://image.tmdb.org/t/p/original/wqMrAptO3SDudlwFBCQe38eggxj.jpg;Drama, Misterio;7.181;2;16
ONE PIECE;2023 - 2026;El joven pirata Monkey D. Luffy y su variopinta tripulación emprenden un viaje épico en busca de un tesoro.;https://image.tmdb.org/t/p/original/gCZ18cl7Pc4tgiwMPWHTgjABrhy.jpg;Action & Adventure, Sci-Fi & Fantasy;0.0;3;17
One Tree Hill;2003 - 2012;Los protagonistas son dos adolescentes con vidas paralelas, aunque muy diferentes, que viven en un pueblo de Carolina del Norte. Los une un oscuro secreto: son hijos del mismo padre. Después de crecer en ambientes muy distintos, de repente, sus vidas se cruzan.;https://image.tmdb.org/t/p/original/sOrelBaAhp7DZbPTivDwKEyPslC.jpg;Drama;7.81;9;186
Solo asesinatos en el edificio;2021 - 2025;Tres extraños que comparten la obsesión por los crímenes reales y de repente se ven envueltos en uno al investigar la misteriosa muerte de un vecino en su edificio de Nueva York.;https://image.tmdb.org/t/p/original/iuKPf10Wj6YA8yw3ct9hAereaaM.jpg;Comedia, Misterio, Crimen;8.452;5;50
Operación Pacífico;2020 - 2020;La historia de la capitán Amalia Ortega, líder de una unidad secreta, cuya misión es capturar al narcotraficante mexicano más buscado y por quien pondrá en riesgo su profesión y la vida de su familia.;https://image.tmdb.org/t/p/original/obYae85E176ODqVVZDAPxUQ741f.jpg;Drama, Crimen, Soap;7.662;1;60
Orange Is the New Black;2013 - 2019;Las consecuencias de un antiguo delito le pasan factura a una rica neoyorquina que acaba en una cárcel para mujeres. Allí hace amistades y algún que otro enemigo.;https://image.tmdb.org/t/p/original/ekaa7YjGPTkFLcPhwWXTnARuCEU.jpg;Drama, Comedia, Crimen;7.644;7;91
Oscuro deseo;2020 - 2022;Alma, una mujer casada, vive una escapada de fin de semana que enciende una pasión, desencadena una desgracia y la hace dudar de su círculo más íntimo.;https://image.tmdb.org/t/p/original/2sxCw7lxapStXc2phzcJCR6LGRL.jpg;Misterio, Drama;7.31;2;33
Nuestra bandera significa muerte;2022 - 2023;Stede Bonnet deja su vida acomodada para ser un intrépido bucanero y se convierte en el capitán del barco pirata “Venganza”. Mientras intenta ganarse el respeto de su tripulación, su suerte cambia tras encontrarse con el capitán Barbanegra.;https://image.tmdb.org/t/p/original/qkTcWWgmjyytSchUqDzCpRrmhiz.jpg;Comedia, Action & Adventure, Drama;7.561;2;18
Nuestro planeta;2019 - 2023;Un documental excepcional que invita a sumergirse en la belleza natural del planeta Tierra y a reflexionar sobre el impacto del calentamiento global en sus moradores.;https://image.tmdb.org/t/p/original/aV05lTbDLzeA1qkZxd4AJKUJ6mN.jpg;Documental, Familia;8.511;2;12
Outer Banks;2020 - 2024;Un grupo de adolescentes de Outer Banks, en Carolina del Norte, descubre un secreto que desencadena una serie de turbios acontecimientos, y que embarcará a todos en una aventura inolvidable. Amores prohibidos, la desaparición del padre del líder del grupo, la búsqueda de un tesoro y el creciente conflicto entre los amigos y sus rivales darán lugar a un verano inolvidable de misterios y aventuras.;https://image.tmdb.org/t/p/original/oNIyXnqSwkjVv2SmkgzTtaCsVBV.jpg;Action & Adventure, Drama, Misterio;8.265;5;41
Outer Range;2022 - 2024;Un ranchero que lucha por su tierra y su familia se topa con un misterio insondable al borde del desierto de Wyoming, lo que lo obliga a enfrentarse con lo Desconocido de manera íntima y cósmica en el indómito oeste americano.;https://image.tmdb.org/t/p/original/jPYvsVSKnguG1ebIlW8MBNjgKCh.jpg;Drama, Misterio, Sci-Fi & Fantasy;6.886;2;15
Outlander;2014 - 2026;Sigue la historia de Claire Randall, una enfermera de combate casada en los años 40, que misteriosamente es arrastrada atrás en el tiempo hasta 1743, donde se lanza de inmediato a un mundo desconocido, viéndose amenazada su propia vida. Cuando se ve obligada a casarse con Jamie Fraser, un joven guerrero escocés caballeroso y romántico, Claire comienza un pasional triángulo entre dos hombres muy diferentes con dos vidas irreconciliables.;https://image.tmdb.org/t/p/original/wwxKbrMlwMrC06B7aCIkDy3SAo6.jpg;Drama, Sci-Fi & Fantasy;8.192;8;101
Outlander: Sangre de mi sangre;2025 - 2025;Desde los campos de batalla de la Primera Guerra Mundial hasta las escarpadas Tierras Altas de la Escocia del siglo XVIII, dos parejas predestinadas deben desafiar las fuerzas que buscan separarlas, desarrollándose de maneras sorprendentes e imprevistas en esta saga romántica que se desarrolla a través del tiempo.;https://image.tmdb.org/t/p/original/nizJIWQ7F93X6GpZGKcezjE0AJn.jpg;Drama;8.549;2;10
Ozark;2017 - 2022;Un asesor financiero arrastra a su familia de Chicago hasta Misuri con la misión de lavar 500 millones de dólares en cinco años para apaciguar a un capo de la droga.;https://image.tmdb.org/t/p/original/8Q87HCPhj98Afc0XAHOuaLgTTpO.jpg;Crimen, Drama;8.206;4;44
Pablo Escobar, el patrón del mal;2012 - 2012;"Versión libre del libro ""La parábola de Pablo"". Describe la vida del narco colombiano Pablo Escobar Gaviria desde su infancia, El uso de la violencia indiscriminada lo convirtió en el narcotraficante más temible y sanguinario de finales del siglo XX. Llegó incluso a desestabilizar al Gobierno colombiano hasta el punto de ser el criminal más buscado del mundo. ";https://image.tmdb.org/t/p/original/jZqm7HFuxfH9P0LFjQZ8nzrCUHP.jpg;Crimen, Drama;7.639;1;113
