Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion;Duracion_min;URL_Externa
Batman - The Dark Knight Rises [2012][1080p][2.65 Gb];El caballero oscuro: La leyenda renace;TMDB;2012;Hace ocho años que Batman desapareció, dejando de ser un héroe para convertirse en un fugitivo. Al asumir la culpa por la muerte del fiscal del distrito Harvey Dent, el Caballero Oscuro decidió sacrificarlo todo por lo que consideraba, al igual que el Comisario Gordon, un bien mayor. La mentira funciona durante un tiempo, ya que la actividad criminal de la ciudad de Gotham se ve aplacada gracias a la dura Ley Dent. Pero todo cambia con la llegada de una astuta gata ladrona que pretende llevar a cabo un misterioso plan. Sin embargo, mucho más peligrosa es la aparición en escena de Bane, un terrorista enmascarado cuyos despiadados planes obligan a Bruce a regresar de su voluntario exilio.;https://image.tmdb.org/t/p/original/rrS7K8tXVFUBliIKWaRuSq65nWr.jpg;Acción, Crimen, Drama, Suspense;7.796;165;https://www.themoviedb.org/movie/49026
Batman Begins [2005][1080p][3.78 Gb];Batman Begins;TMDB;2005;¿Cómo cambia un hombre el mundo? Es una pregunta que obsesiona a Bruce Wayne al igual que el fantasma de sus padres, muertos a tiros ante sus ojos en las calles de Gotham una noche que cambió su vida para siempre. Atormentado por la culpa y la ira, el desilusionado heredero industrial desaparece de Gotham y viaja en secreto por el mundo, buscando los medios de luchar contra la injusticia y utilizar el miedo contra los que se aprovechan de los que tienen miedo. Con la ayuda de su leal mayordomo Alfred, el detective Jim Gordon - uno de los pocos buenos policías de las fuerzas del orden público de Gotham - y Lucius Fox, su aliado en la división de Ciencias Aplicadas de Wayne Enterprises, Bruce Wayne libera a su imponente alter ego: Batman, un justiciero enmascarado que utiliza la fuerza, la inteligencia y un despliegue de artefactos de alta tecnología para combatir las fuerzas siniestras que amenazan con destruir la ciudad.;https://image.tmdb.org/t/p/original/6yMWU1vWkOBbNRIwOxhetd2aHhO.jpg;Drama, Crimen, Acción;7.726;140;https://www.themoviedb.org/movie/272
Batman vs Superman - Dawn of Justice [2016][1080p][3.6 Gb];Batman vs Superman: El amanecer de la justicia;TMDB;2016;Ante el temor de las acciones que pueda llevar a cabo Superman, el vigilante de Gotham City aparece para poner a raya al superhéroe de Metrópolis, mientras que la opinión pública debate cuál es realmente el héroe que necesitan. El hombre de acero y Batman se sumergen en una contienda territorial, pero las cosas se complican cuando una nueva y peligrosa amenaza surge rápidamente, poniendo en jaque la existencia de la humanidad.;https://image.tmdb.org/t/p/original/mS3t9puIjLKgoex82cu9d6G0835.jpg;Acción, Aventura, Fantasía;6.0;153;https://www.themoviedb.org/movie/209112
Battle for Sevastopol [2015][1080p][2.26 Gb];La batalla por Sebastopol;TMDB;2015;"Lyudmila Pavlichenko es una joven estudiante rusa que, durante la guerra, se vio obligada a alistarse en el ejército en el año 1941. La chica resultó ser una francotirador nata; su impresionante habilidad y destreza la hacen destacar entre hombres y mujeres por igual. Al ver en Pavlichenko una amenaza tangible, el alto mando alemán da ordenes de eliminar a la muchacha a cualquier precio.";https://image.tmdb.org/t/p/original/ovAabsfjeV376QQ7828n3bLA424.jpg;Bélica, Drama, Romance;7.3;110;https://www.themoviedb.org/movie/332270
Battle Royale [2000][1080p][4.5 Gb];Battle Royale;TMDB;2000;En el amanecer de un nuevo milenio, el país está al borde del colapso. Millones de personas vagan sin empleo. La violencia en la escuela está descontrolada y adolescentes rebeldes protagonizan boicots masivos. El gobierno contrataca con “Battle Royale”. Cada año, una clase es escogida al azar para que se enfrente, en una isla abandonada, a un cruel juego de supervivencia.;https://image.tmdb.org/t/p/original/e9UQGoX2ZFNdrjLwEejMSMDSxmR.jpg;Drama, Suspense, Acción;7.268;114;https://www.themoviedb.org/movie/3176
Battleship [2012][1080p][2.43 Gb];Battleship;TMDB;2012;"“Battleship” es la libre adaptación al cine del popular juego de mesa de Hasbro conocido como “Hundir la flota” o ”Batalla naval”. La curiosa variante que plantea esta versión es que la batalla será entre la U.S. Navy y… ¡una flota alienígena! La historia nos propone una épica aventura de acción que transcurre en el mar, el cielo y la tierra, y en la que nuestro planeta lucha por sobrevivir contra una fuerza muy superior. La película está protagonizada por Taylor Kitsch en el papel del teniente Hopper, un oficial de la Marina destinado al John Paul Jones; Brooklyn Decker es Sam Shane, una fisioterapeuta de la Marina y novia de Hopper; Alexander Skarsgård es Stone, el hermano mayor de Hopper y comandante del Samson; Rihanna es la suboficial Raikes, especialista en armas del John Paul Jones; y Liam Neeson es el almirante Shane, el oficial superior de Hopper y Stone (y padre de Sam).";https://image.tmdb.org/t/p/original/ddQI1uU1A7dm50J49tCTPGF179z.jpg;Suspense, Acción, Aventura, Ciencia ficción;5.9;131;https://www.themoviedb.org/movie/44833
Baywatch [2017][1080p][3.51 Gb];Baywatch: Los vigilantes de la playa;TMDB;2017;Mitch Buchannon, un estricto y esforzado socorrista de la antigua escuela, deberá trabajar codo con codo con el rebelde Matt Brody, un joven ex nadador olímpico caído en desgracia al que le gusta saltarse las normas. A pesar de tener personalidades opuestas, los dos socorristas deberán unir fuerzas y formar equipo. Juntos descubrirán una trama criminal, en torno a drogas y asesinos, que amenaza el futuro de la Bahía. Su objetivo será proteger la playa de su destrucción a manos de un magnate del petróleo.;https://image.tmdb.org/t/p/original/aPifsnK3ui76Cq7xMDe1AVlrA0k.jpg;Comedia, Acción, Crimen;6.083;116;https://www.themoviedb.org/movie/339846
Beast [2022][1080p][2.01 Gb];La bestia;TMDB;2022;El Doctor Nate Samuels, que se ha quedado viudo recientemente, regresa a Sudáfrica, lugar en el que conoció a su mujer, para visitar una reserva de animales con sus hijas. Pero lo que empieza siendo un viaje curativo se convierte en una lucha por la supervivencia cuando un león que ha escapado de unos cazadores furtivos empieza a seguirles.;https://image.tmdb.org/t/p/original/l7yXGfEs6NlZszpTG4k9oFyUjA7.jpg;Acción, Aventura, Terror, Suspense, Drama;6.554;93;https://www.themoviedb.org/movie/760741
Beat the World [2011][720p][907 Mb];Beat the World;TMDB;2011;Tres equipos de baile se preparan para un enfrentamiento internacional en la competición Beat the World, que tendrá lugar en Detroit. En el enfrentamiento final para convertirse en campeones del mundo la esperanza, los sueños e incluso vidas, están en juego.;https://image.tmdb.org/t/p/original/nZCPl2Du2PRkky4Mzb4YiXk9C1Q.jpg;Música, Drama;5.25;91;https://www.themoviedb.org/movie/66767
Beau Travail [2000][1080p][1.92 Gb];Buen trabajo;TMDB;2000;"Un sargento de la Legión Extranjera en Djibouti, África, siente atracción, luego celos y, finalmente, odio por uno de sus soldados más sobresalientes. El enfrentamiento entre los dos hombres se convierte en la única guerra concreta para ellos, sumergidos en el tedio del entrenamiento y los rituales cotidianos de los militares en tiempos de paz. Libre adaptación de la novela ""Billy Budd"", de Herman Melville.";https://image.tmdb.org/t/p/original/7aVQFvGkLnpA71mYoDkVkzSzBZM.jpg;Drama;7.1;92;https://www.themoviedb.org/movie/14626
Beautiful Wedding [2024][1080p][4.83 Gb];Un desastre es para siempre;TMDB;2024;Abby y Travis se despiertan después de una noche loca en Las Vegas confundidos, con resaca y, para su sorpresa, casados. Así que hacen lo que cualquier recién casado universitario que apenas se conoce haría: ¡se van de luna de miel a México con sus mejores amigos y su familia! ¿Será este matrimonio su destino o un desastre más?;https://image.tmdb.org/t/p/original/ihQ1xJE0niC6y72VMmcxbZE5EGe.jpg;Romance, Comedia, Drama;5.553;95;https://www.themoviedb.org/movie/1096342
Beauty and the Beast [2017][1080p][4.6 Gb];La bella y la bestia;TMDB;2017;Bella, una joven hermosa y brillante, asume el lugar de su padre como prisionero en el castillo de una bestia. Poco a poco, la valiente Bella irá dándose cuenta de que el príncipe bestia no es el malvado ser que todos creen que es y tiene, en realidad, un gran corazón.;https://image.tmdb.org/t/p/original/aGJkPbMixqD6j0OjbbGouSMbiZO.jpg;Familia, Fantasía, Romance;6.968;129;https://www.themoviedb.org/movie/321612
Bed Rest [2022][1080p][1,89 Gb];Reposo absoluto;TMDB;2023;Tras años luchando por formar una familia, Julie Rivers (Melissa Barrera) está embarazada de nuevo y se muda a una nueva casa con su marido. Al recibir la orden del médico de guardar reposo absoluto, Julie comienza a sufrir unas aterradoras experiencias fantasmales que despertarán sus demonios del pasado y le harán preguntarse si su casa está embrujada o está todo en su cabeza. Atrapada y obligada a enfrentarse a su pasado y a lo sobrenatural Julie tendrá que luchar por protegerse a sí misma y a su bebé a punto de nacer.;https://image.tmdb.org/t/p/original/mJM6NMqynC2P1kvqmVD2K8Sa8AQ.jpg;Terror;6.219;90;https://www.themoviedb.org/movie/917007
Bee Season [2005][1080p][1.80 Gb];La huella del silencio;TMDB;2005;Un padre usa la competición de dictado de su hija de once años como excusa para escapar de la espiral emocional por la que pasa su familia.;https://image.tmdb.org/t/p/original/7RKO9gOW6xbioP82qFwPuxnDSux.jpg;Drama, Familia;5.1;104;https://www.themoviedb.org/movie/24618
Beetlejuice [1988][1080p][2.4 Gb];Bitelchús;TMDB;1988;¿Qué debería hacer una pareja de fantasmas si su estrafalario hogar de Nueva Inglaterra se llenara de elegantes visitantes neoyorquinos? Pedir ayuda a un exorcista para aterrorizar a los intrusos con el fin de que abandonen la casa. Bitelchús es una criatura de ultratumba repugnante y terrorífica, un fenómeno asustando y bromeando que se gira y se transforma en grotescas formas, traga insectos y no puede dejar a las mujeres (vivas o muertas) en paz.;https://image.tmdb.org/t/p/original/fS9uBsxTs3TWdv0wSEpwyhhvCnO.jpg;Fantasía, Comedia;7.371;92;https://www.themoviedb.org/movie/4011
Beetlejuice Beetlejuice [2024][1080p][3.36 Gb];Bitelchús Bitelchús;TMDB;2024;Tras una inesperada tragedia familiar, tres generaciones de la familia Deetz regresan a Winter River. La vida de Lydia, todavía atormentada por Bitelchús, da un vuelco cuando su rebelde hija adolescente, Astrid, descubre la misteriosa maqueta de la ciudad en el desván y el portal al Más Allá se abre accidentalmente. Con los problemas que se avecinan en ambos reinos, es sólo cuestión de tiempo que alguien diga el nombre de Bitelchús tres veces y el travieso demonio regrese para desatar su propio caos.;https://image.tmdb.org/t/p/original/kWJw7dCWHcfMLr0irTHAPIKrJ4I.jpg;Comedia, Fantasía, Terror;6.934;105;https://www.themoviedb.org/movie/917496
Before I Go to Sleep [2014][720p][594 Mb];No confíes en nadie;TMDB;2014;Christine sufre las secuelas de un terrible accidente: sólo tiene recuerdos durante un día. Cada mañana tiene que aprender a recordar su vida junto a su marido Ben y a recuperar todos los momentos que su memoria elimina mientras duerme. Un día Christine se da cuenta de que algo en la imagen que va formando su vida no encaja en el rompecabezas.;https://image.tmdb.org/t/p/original/89btN5XPSFzMBWvCkpMsw9sAMr2.jpg;Suspense, Misterio;6.488;92;https://www.themoviedb.org/movie/204922
Before Midnight [2013][1080p][3.9 Gb];Antes del anochecer;TMDB;2013;Han pasado dos décadas desde que se encontraron por primera vez en un tren en Vienna ('Antes del amanecer' (1995)), y más tarde en París ('Antes del atardecer' (2004)). Ahora es el turno de Grecia, páis en el que Celine y Jesse se encuentran de visita. La tercera entrega de la trilogía, retomando las vidas de los protagonistas, nueve años después de su segundo encuentro romántico y el misterio sobre cómo concluyó.;https://image.tmdb.org/t/p/original/d47Dll7WnPCKsX6e5HBxw9RN6Ks.jpg;Romance, Drama;7.497;108;https://www.themoviedb.org/movie/132344
Before Night Falls [2000][1080p][4.10 Gb];Antes que anochezca;TMDB;2000;"La vida de Reinaldo Arenas es mostrada desde su infancia en un ambiente rural y su temprana participación en la Revolución, hasta la persecución que más tarde experimentaría como escritor y homosexual en la Cuba de Castro; desde su salida de Cuba en el éxodo de Mariel Harbor en 1980, hasta su exilio y muerte en los Estados Unidos. Es el retrato de un hombre cuyo afán de libertad - artística, política, sexual - desafió la pobreza, la censura, la persecución, el exilio y la muerte. (FILMAFFINITY)";https://image.tmdb.org/t/p/original/yZCnkRnbXf9YfnJ4jAXWmCeKghX.jpg;Drama;6.649;133;https://www.themoviedb.org/movie/5001
Before Night Falls [2001][1080p][2.52 Gb];Antes que anochezca;TMDB;2000;"La vida de Reinaldo Arenas es mostrada desde su infancia en un ambiente rural y su temprana participación en la Revolución, hasta la persecución que más tarde experimentaría como escritor y homosexual en la Cuba de Castro; desde su salida de Cuba en el éxodo de Mariel Harbor en 1980, hasta su exilio y muerte en los Estados Unidos. Es el retrato de un hombre cuyo afán de libertad - artística, política, sexual - desafió la pobreza, la censura, la persecución, el exilio y la muerte. (FILMAFFINITY)";https://image.tmdb.org/t/p/original/yZCnkRnbXf9YfnJ4jAXWmCeKghX.jpg;Drama;6.649;133;https://www.themoviedb.org/movie/5001
Before Sunrise [1995][1080p][3.53 Gb];Antes de amanecer;TMDB;1995;Céline (Julie Delpy) es una estudiante francesa que va a visitar a su abuela en Budapest. Jesse (Ethan Hawke) es un joven estadounidense que realiza un viaje a través de Europa luego de ser abandonado por su novia a quien realmente fue a visitar a España. Ambos se encuentran en un tren, en el trayecto entre Budapest y Viena. Llegados a Viena, Jesse debe descender, sin embargo, logra convencer a Céline para que pase una noche con él en la capital austríaca. En el curso de esa noche, se conocen a fondo, discuten y revelan cuestiones diversas como la vida, la muerte, el sexo.;https://image.tmdb.org/t/p/original/uw9vx5M0qwkU1QnBNG4CXCgwYB3.jpg;Drama, Romance;8.0;105;https://www.themoviedb.org/movie/76
Before Sunset [2004][1080p][2.7 Gb];Antes del atardecer;TMDB;2004;"Jesse y Celine se conocieron en un tren y pasaron juntos una noche inolvidable paseando por Viena. Aunque prometieron encontrarse de nuevo seis meses más tarde, esa cita nunca llegó a producirse. Diez años después, se vuelven a ver casualmente, pero esta vez en París. Jesse, que está de gira promocionando una novela, la ve entre la gente en una librería. Ella vive desde hace tiempo en París; él, en Nueva York. Jesse inmediatamente decide dejarlo todo para pasar el tiempo con Celine. Así pasan el día en los cafés, en los parques, recordando aquella tarde en la capital austriaca y hablando de sus vidas.";https://image.tmdb.org/t/p/original/PZI7dSri7v9ukkjZ4TSVbU9Qw8.jpg;Drama, Romance;7.809;80;https://www.themoviedb.org/movie/80
Before the Devil Knows You’re Dead [2007][1080p][3 5 Gb];Antes que el diablo sepa que has muerto;TMDB;2007;Dos hermanos de clase burguesa se encuentran en una situación desesperada y necesitan conseguir dinero sea como sea: Andy (Philip Seymour Hoffman), un ambicioso ejecutivo adicto a la heroína le propone a su hermano Hank (Ethan Hawke), cuyo sueldo se va casi íntegramente en pagar la pensión de su ex mujer y su hija, dar un golpe perfecto: atracar la joyería que sus padres tienen en Wetchester (Nueva York). Nada de pistolas, nada de violencia, pero las circunstancias y el azar se conjugan para que nada salga según lo previsto.;https://image.tmdb.org/t/p/original/JlwN2hZIdluVIVwWNrLjfeoJ7k.jpg;Crimen, Drama, Suspense;7.115;116;https://www.themoviedb.org/movie/7972
Before We Go [2014][1080p][1.29 Gb];Antes de que te vayas;TMDB;2014;Una mujer pierde el tren de la 1:30 de Nueva York a Boston, tras lo cual un músico de la calle pasa la noche tratando de ayudarla a hacer que pueda volver a casa antes de que llegue su marido. A lo largo de la noche aprenden mucho el uno del otro y se enamoran.;https://image.tmdb.org/t/p/original/wdd6bdjNQalBadPWPLia4Je1JcS.jpg;Romance, Drama, Comedia;6.745;95;https://www.themoviedb.org/movie/283350
Begin Again [2013][1080p][3.51 Gb];Begin Again;TMDB;2014;La pasión por la música lleva a Gretta y a Dave, novios desde el instituto, hasta Nueva York. Pero cuando él, una vez alcanzado el éxito y la fama, la abandona, ella se queda completamente desolada. Una noche, un productor de discos recién despedido, la ve actuar en un bar de Manhattan y queda cautivado por su talento.;https://image.tmdb.org/t/p/original/kR8tJ89vCBwXEqmyX0ThlyFsXmY.jpg;Comedia, Música, Romance, Drama;7.234;104;https://www.themoviedb.org/movie/198277
Behind Enemy Lines [2001][1080p][4.25 Gb];Tras la línea enemiga;TMDB;2001;Se supone que la guerra en los Balcanes ha terminado, pero la batalla por la supervivencia apenas ha comenzado. Tras ser tiroteado durante una misión de reconocimiento en Bosnia, el piloto americano Chris Burnett (Owen Wilson) tendrá que luchar por sobrevivir y escapar de las tropas serbias. Con el tiempo en su contra, el jefe de Burnett (Gene Hackman) prepara una arriesgada misión de rescate -en contra de las directivas de la OTAN- para salvarlo.;https://image.tmdb.org/t/p/original/fO9RxmeCKwLV1nggbKd9uSw99ZR.jpg;Acción, Drama, Suspense, Bélica;6.431;106;https://www.themoviedb.org/movie/8007
Behind Enemy Lines [2014][1080p][4.19 Gb];Tras la línea enemiga: Comando de élite;TMDB;2014;El comando lucha por abrirse camino en los más profundo de África, en el Congo, clausurar una mina secreta de uranio, e impedir que el enemigo saque del país el uranio de contrabando.;https://image.tmdb.org/t/p/original/ansie7dpY5YVQ4zRdZZz6LObTxo.jpg;Acción, Bélica, Drama;6.095;98;https://www.themoviedb.org/movie/260063
Behind Enemy Lines 2 [2006][1080p][4.13 Gb];Tras la línea enemiga II: El eje del mal;TMDB;2006;Un equipo SEAL de la Marina de los Estados Unidos recibe la misión de destruir una base de misiles en Corea del Norte, con el fin de evitar la posibilidad de un ataque nuclear. La misión no puede fallar, pero se aborta bruscamente, dejando a cuatro soldados abandonados a su suerte en territorio enemigo. Para sobrevivir, los soldados deberán vencer a las fuerzas rebeldes que amenazan con acabar con ellos, con sus aliados y con todo el mundo libre...;https://image.tmdb.org/t/p/original/7sbLeFbRxSNXHc1ZO4zxFy3sIgc.jpg;Acción, Aventura, Suspense;4.922;94;https://www.themoviedb.org/movie/10005
Behind Enemy Lines 3 [2009][1080p][3.70 Gb];Tras la linea enemiga 3: Colombia;TMDB;2009;"Los Navy SEALS atacan a las fuerzas especiales colombianas con la intención de limpiar sus nombres y rescatar a un rehén... Tercera entrega de la saga ""Tras la línea enemiga"", lanzada directa al mercado del vídeo y DVD.";https://image.tmdb.org/t/p/original/v9mlSGTIVo9xYWajQ8QjmHZIKZy.jpg;Bélica, Acción, Suspense;5.668;91;https://www.themoviedb.org/movie/14028
Being John Malkovich [1999][1080p][4 Gb];Cómo ser John Malkovich;TMDB;1999;La vida de Craig Schwartz está llegando al final de un ciclo. Craig es un marionetista callejero con un gran talento, pero él tiene la impresión de que su vida carece de sentido. Nueva York ha cambiado mucho y la gente no le presta mucha atención. Lleva diez años casado con Lotte, que trabaja en una tienda de animales y está obsesionada con su trabajo. Él consigue encontrar trabajo en la planta 7'5 del edificio Mertin-Flemmer de Manhattan, donde encuentra una pequeña puerta que le permite el acceso a un pasillo secreto que le aspira y que le permite acceder al cerebro de John Malkovich.;https://image.tmdb.org/t/p/original/1seCNXVXigPVZV6q9v4WhuIWBdP.jpg;Comedia, Drama, Fantasía;7.4;113;https://www.themoviedb.org/movie/492
